"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Affiliations","Authors with affiliations","Abstract","Author Keywords","Index Keywords","Correspondence Address","Editors","Publisher","ISSN","ISBN","CODEN","PubMed ID","Language of Original Document","Abbreviated Source Title","Document Type","Publication Stage","Open Access","Source","EID"
"Toivonen, A.","Toivonen, Annette (57217531333)","57217531333","Sustainable Space Tourism: An Introduction","2020","","","","","1","172","0","2","10.21832/TOIVON8021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138986285&doi=10.21832%2FTOIVON8021&partnerID=40&md5=564efb2c73087dc278b459123e620c03","Haaga-Helia University Of Applied Sciences, Helsinki, Finland","Toivonen, Annette, Haaga-Helia University Of Applied Sciences, Helsinki, Finland","This book explores the relationship between space tourism and the discourse in sustainability and futures research. It offers comprehensive information on the current understanding of the space tourism industry and assesses the possible impacts of space tourism on the environment, economics, legislation and society. The volume aims to encourage more dialogue and critical examinations of aspects of space tourism related to future sustainability. From data gathered from empirical research, it provides a vision for the future of sustainable space tourism. It will be of interest to students and researchers in tourism, sustainability and futures studies, as well as individual space tourist ‘hopefuls’, space tourism industry operators and tourism policy regulators. © 2022 Elsevier B.V., All rights reserved.","","","","","Channel View Publications","","9781845418021; 9781845418038","","","English","Sustainable Space Tourism: An Introduction","Book","Final","","Scopus","2-s2.0-85138986285"
"Dickens, P.","Dickens, Peter (7004667087)","7004667087","SOCIAL RELATIONS, SPACE TRAVEL, AND THE BODY OF THE ASTRONAUT","2019","Tourism Social Science Series","25","","","203","222","0","5","10.1108/S1571-504320190000025019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140625965&doi=10.1108%2FS1571-504320190000025019&partnerID=40&md5=9709171d0efc86299ee0f72f48c41bda","University of Cambridge, Cambridge, United Kingdom","Dickens, Peter, University of Cambridge, Cambridge, United Kingdom","Space tourism is often represented as an extended version of tourism on the Earth, with tourists experiencing relaxed and trouble-free experiences. But parallels between travel on the Earth and in outer space are misleading. The latter raises major issues concerning power-relations between passengers, pilots, and ground control. Who has the power in space tourism and how is this power exercised? The literature underestimates potential dangers to the human body. These include short-and long-term risks stemming from microgravity, exposure to radiation, and rapidly changing switches between day and night. These problems further undermine the popular image of space tourism as a wholesome and joyous practice. Space tourism may well be a very expensive way of achieving ill health. © 2022 Elsevier B.V., All rights reserved.","human health; power; space tourism; the body","","","","Emerald Publishing","15715043","9780857246837; 9781781902127; 9781781902134","","","English","Tour. Soc. Sci. Ser.","Book chapter","Final","","Scopus","2-s2.0-85140625965"
"Laing, J.; Frost, W.","Laing, Jennifer H. (7006035125); Frost, Warwick (55603022200)","7006035125; 55603022200","EXPLORING MOTIVATIONS OF POTENTIAL SPACE TOURISTS","2019","Tourism Social Science Series","25","","","141","161","0","16","10.1108/S1571-504320190000025008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140615272&doi=10.1108%2FS1571-504320190000025008&partnerID=40&md5=81cec4688aed1ac58bdde304914bcc3b","La Trobe University, Melbourne, Australia","Laing, Jennifer H., La Trobe University, Melbourne, Australia; Frost, Warwick, La Trobe University, Melbourne, Australia","While there have been several quantitative studies about potential motivations for space tourism, there is a lack of qualitative research which explores these motivations in greater scope and depth. This chapter, based on the data gathered from face-to-face, telephone, and online interviews of potential space tourists, identifies nine likely motivations for space tourism, with hedonic examples such as thrill-seeking or risk-taking; eudaimonic examples such as challenge, curiosity, spirituality, and nostalgia; and extrinsic cases such as seeking distinction or a desire to motivate and assist others. Suggestions are made for marketing future space tourism experiences, as well as recommendations for succeeding research. © 2022 Elsevier B.V., All rights reserved.","eudaimonic; experience; hedonic; motivation; space tourist","","","","Emerald Publishing","15715043","9780857246837; 9781781902127; 9781781902134","","","English","Tour. Soc. Sci. Ser.","Book chapter","Final","","Scopus","2-s2.0-85140615272"
"Spector, S.; Higham, J.","Spector, Samuel (55233532200); Higham, J. E.S. (7004174711)","55233532200; 7004174711","SPACE TOURISM, THE ANTHROPOCENE, AND SUSTAINABILITY","2019","Tourism Social Science Series","25","","","245","262","0","8","10.1108/S1571-504320190000025021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140594087&doi=10.1108%2FS1571-504320190000025021&partnerID=40&md5=3751196a8c93037f81aa0e6c791d506c","University of Canterbury, Christchurch, New Zealand; University of Otago, Dunedin, New Zealand","Spector, Samuel, University of Canterbury, Christchurch, New Zealand; Higham, J. E.S., University of Otago, Dunedin, New Zealand","Conceptualizations of sustainability and the Anthropocene are expressed in static terms, with the Earth’s biosphere viewed as imposing immutable limits. Yet, increased access to outer space, with tourism as an important facilitator, challenges past limitations. This chapter examines the implications of advances in space tourism for the concepts of sustainability and the Anthropocene. The former is complicated by access to outer space, which may bring about a raft of calamities but also potentially immense resources and even the possibility of ensuring our species’ long-term survival by settling the cosmos. This chapter also analyzes problems incurred by the Anthropocene’s emphasis on terrestrial geology in an era of increasing ability to leave the Earth. © 2022 Elsevier B.V., All rights reserved.","Anthropocene; limits to growth; mobility; space tourism; sustainability","","","","Emerald Publishing","15715043","9780857246837; 9781781902127; 9781781902134","","","English","Tour. Soc. Sci. Ser.","Book chapter","Final","","Scopus","2-s2.0-85140594087"
"Cater, C.","Cater, Carl Iain (10440261100)","10440261100","HISTORY OF SPACE TOURISM","2019","Tourism Social Science Series","25","","","51","66","0","15","10.1108/S1571-504320190000025003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140583818&doi=10.1108%2FS1571-504320190000025003&partnerID=40&md5=129d73ee5040651cf9097dbd18c7adf0","Swansea University, Swansea, United Kingdom","Cater, Carl Iain, Swansea University, Swansea, United Kingdom","This chapter examines the historical development of space tourism from early wondering at the heavens to more recent extraterrestrial astrotourism. It catalogs the development of the significant terrestrial space tourism market, including dark-sky tourism, launch tours, zero-G flights, and edutainment experiences, as part of a “steps to space” for costlier future developments in space tourism. Recent developments in the suborbital sector initiated by the XPRIZE and spearheaded by Virgin Galactic are the next stage in this product lad-der. All these draw on a rich history of space exploration imagined, virtual, and real that frames how future developments in space tourism can be viewed. © 2022 Elsevier B.V., All rights reserved.","","","","","Emerald Publishing","15715043","9780857246837; 9781781902127; 9781781902134","","","English","Tour. Soc. Sci. Ser.","Book chapter","Final","","Scopus","2-s2.0-85140583818"
"Henderson, I.L.; Tsui, W.H.K.","Henderson, Isaac Levi (57198886689); Tsui, Kan Wai Hong (56742923100)","57198886689; 56742923100","The role of niche aviation operations as tourist attractions","2019","","","","","233","244","0","11","10.1016/B978-0-12-812857-2.00017-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081296146&doi=10.1016%2FB978-0-12-812857-2.00017-8&partnerID=40&md5=68022b064e6a6c3f6f1cffc63aed7134","Massey University, Palmerston North, New Zealand","Henderson, Isaac Levi, Massey University, Palmerston North, New Zealand; Tsui, Kan Wai Hong, Massey University, Palmerston North, New Zealand","This chapter seeks to highlight the important relationship between tourism and niche aviation operations. The focus will be on four key areas of tourism that are serviced by niche aviation operations: (1) adventure tourism, (2) scenic tourism, (3) heritage tourism, and (4) space tourism. The nature of novelty and memorable tourist experiences will be outlined and related to why niche aviation operations have become an important part of the tourism industry. Examples of niche aviation operators will be presented to show how innovation in niche aviation operations could provide potential for further growth within the tourism and aviation industries. © 2021 Elsevier B.V., All rights reserved.","Adventure tourism; Heritage tourism; Niche aviation operations; Scenic tourism; Space tourism","","","","Elsevier","","9780128128572; 9780128128589","","","English","Air Transport - A Tourism Perspective","Book chapter","Final","","Scopus","2-s2.0-85081296146"
"Damjanov, K.; Crouch, D.","Damjanov, Katarina (55633058500); Crouch, David (7102212727)","55633058500; 7102212727","VIRTUAL REALITY AND SPACE TOURISM","2019","Tourism Social Science Series","25","","","117","137","0","19","10.1108/S1571-504320190000025007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079754988&doi=10.1108%2FS1571-504320190000025007&partnerID=40&md5=c63e35d10730d628ce4fc0f19b2c2903","The University of Western Australia, Perth, Australia","Damjanov, Katarina, The University of Western Australia, Perth, Australia; Crouch, David, The University of Western Australia, Perth, Australia","Virtual reality technologies have given rise to a new breed of space travel, enabling touring of cosmic environments without leaving the Earth. These tours democratize participation in space tourism and expand its itineraries reproducing while also altering the practices of tourism itself. The chapter explores the ways in which they alter modes of establishing “authentic” tourism destinations and experiences, rendering outer space into a stage for the performance of space travel, while themselves facilitating novel avenues for its social organization and technological assertion. Virtual space tourism not only reflects the progression and metamorphoses in tourist practice and production but also has the potential to influence both the aspirations and prospects of our space futures. © 2022 Elsevier B.V., All rights reserved.","experience; media technologies; simulation; touring; virtual reality","","","","Emerald Publishing","15715043","9780857246837; 9781781902127; 9781781902134","","","English","Tour. Soc. Sci. Ser.","Book chapter","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85079754988"
"Koshim, A.G.; Sergeyeva, A.M.; Saparov, K.T.; Wendt, J.A.","Koshim, Asyma Galimzhankyzy (56127312400); Sergeyeva, Aigul Maksatovna (56127342800); Saparov, Kuat T. (57194424277); Wendt, Jan A. (57190426820)","56127312400; 56127342800; 57194424277; 57190426820","Development of scientific tourism at Baikonur Cosmodrome Kazakhstan","2019","Geojournal of Tourism and Geosites","24","1","","267","279","0","18","10.30892/gtg.24121-358","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064244089&doi=10.30892%2Fgtg.24121-358&partnerID=40&md5=23adbbe575c76109aabcd6181f54e469","Al Farabi Kazakh National University, Almaty, Kazakhstan; Department of Geography and Tourism, K. Zhubanov Aktobe Regional University, Aktobe, Kazakhstan; Department of Physical and Economical Geography, L.N. Gumilyov Eurasian National University, Astana, Kazakhstan; Faculty of Oceanography and Geography, Uniwersytet Gdański, Gdansk, Poland","Koshim, Asyma Galimzhankyzy, Al Farabi Kazakh National University, Almaty, Kazakhstan; Sergeyeva, Aigul Maksatovna, Department of Geography and Tourism, K. Zhubanov Aktobe Regional University, Aktobe, Kazakhstan; Saparov, Kuat T., Department of Physical and Economical Geography, L.N. Gumilyov Eurasian National University, Astana, Kazakhstan; Wendt, Jan A., Faculty of Oceanography and Geography, Uniwersytet Gdański, Gdansk, Poland","Many people see tourism as travelling, relaxing, getting new experiences and having a good time. However, considering it from different perspective, tourism can be developed and be related to other things. Current research is dedicated to one of the types of tourism - scientific tourism. After researching and defining the word “scientific tourism”, it has been considered as a new type of tourism. The classification of scientific tourism depends on the mission of that tourism. The result has shown that there are two types of scientific tourism: expedition and individual. The modern classification of these two types of scientific tourism is considered as introductory or educational. The research has shown that Kazakhstan has enough resources to develop scientific tourism. As an example, Baikonur Cosmodrome has been considered for future scientific and space tourism. © 2024 Elsevier B.V., All rights reserved.","Cosmodrom Baikonur; Development; Research; Scientific expeditions; Scientific tourism; Space tourism; Tourism; Types","education; tourism; tourism development; travel behavior; Baikonur; Kazakhstan","A.G. Кoshim; Al-Farabi Kazakh National University, Almaty, Al-Farabi Avenue 71, 050040, Kazakhstan; email: asima.koshim@gmail.com","","Editura Universitatii din Oradea","20651198; 20650817","","","","English","Geojournal Tour. Geosites","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85064244089"
"Lyall, F.; Larsen, P.B.","Lyall, Francis (7004395124); Larsen, Paul B. (36741662900)","7004395124; 36741662900","Space Law: A Treatise: 2nd Edition","2017","","","","","1","531","0","15","10.4324/9781315610139","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042062056&doi=10.4324%2F9781315610139&partnerID=40&md5=91a8e5f9ebd90be29448035d3d0575ea","University of Aberdeen, Aberdeen, United Kingdom; Georgetown Law, Washington, D.C., United States","Lyall, Francis, University of Aberdeen, Aberdeen, United Kingdom; Larsen, Paul B., Georgetown Law, Washington, D.C., United States","Francis Lyall and Paul B. Larsen have been involved in teaching and researching space law for over 50 years. This new edition of their well-received text gathers together their knowledge and experience in readable form, and covers developments in all space applications, including space tourism, telecommunications, the ITU and finance. With an extensive citation of the literature, the discussion provides an excellent source for both students and practitioners. © 2018 Elsevier B.V., All rights reserved.","","","","","Taylor and Francis","","9781315610139; 9781317051947","","","English","Space Law: A Treatise: 2nd Ed.","Book","Final","","Scopus","2-s2.0-85042062056"
"Chang, Y.-W.","Chang, Yiwei (55841760100)","55841760100","A preliminary examination of the relationship between consumer attitude towards space travel and the development of innovative space tourism technology","2017","Current Issues in Tourism","20","14","","1431","1453","0","54","10.1080/13683500.2015.1005580","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921928451&doi=10.1080%2F13683500.2015.1005580&partnerID=40&md5=0c481e4adf5b73c9d86ae041787f72bd","Department of Tourism and Hospitality, China University of Science and Technology, Taipei, Taiwan","Chang, Yiwei, Department of Tourism and Hospitality, China University of Science and Technology, Taipei, Taiwan","With increasing global competition in service sectors, innovative technologies have radically changed the tourism industry, and to be successful innovative products/services must have clear, significant points of difference that are related to needs in the market place. Furthermore, changes in consumer perceptions that emanate from an innovation are central to its effective product and service design. Although for most of us space travel is still a faraway dream, it is in fact a future probability that will increasingly attract travellers who seek new vacation experiences, and as a result, sustain academic interest. Thus, in initiating space tourism for the purposes of recreation, leisure and knowledge enhancement, a preliminary estimation of potential global demand characteristics that are specific to consumer innovators for space travel needs to be undertaken prior to promotion of research and development. In this context, this paper investigates both consumer attitudes towards space travel by analysing the components of motivated consumer innovativeness and the interest that potential consumers have in developing space tourism technology innovations within Taiwan. Consumer innovativeness is complex and comprised four innovativeness types, namely, social, functional, hedonic and cognitive. As product/service innovation development has been relatively unexplored in the mature industry of tourism, many business managers would welcome an understanding of which vacation travellers are most likely to be the earliest buyers of such an exciting new product. With data collected from a sample of 354 Taiwanese, this research uses mediated regression to examine the influence of the four types of consumer innovativeness on consumer's attitudes and acceptance of a space tourism technology innovation, and the mediating role perceived novelty plays in the relationship. The findings indicate that only hedonic and social innovativeness are associated with improved consumer attitude and that novelty partially mediates the relationship for those two types of consumer innovativeness. The implications for theory and practice are discussed. Limitations and directions for future research are also addressed. © 2017 Elsevier B.V., All rights reserved.","mediating effect; motivated consumer innovativeness (MCI); perceived novelty; space tourism; space travel attitude","innovation; perception; public attitude; service sector; technological development; tourism; tourism development; Taiwan","Y.-W. Chang; Department of Tourism & Hospitality, China University of Science & Technology, Hsinchu County, Henshan, 31241, Taiwan; email: eva77tw917au@hotmail.com","","Routledge info@tandf.co.uk","13683500","","","","English","Curr. Issues Tour.","Article","Final","","Scopus","2-s2.0-84921928451"
"Spector, S.; Higham, J.; Doering, A.","Spector, Samuel (55233532200); Higham, J. E.S. (7004174711); Doering, Adam (57188736780)","55233532200; 7004174711; 57188736780","Beyond the biosphere: tourism, outer space, and sustainability","2017","Tourism Recreation Research","42","3","","273","283","0","40","10.1080/02508281.2017.1286062","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014763549&doi=10.1080%2F02508281.2017.1286062&partnerID=40&md5=500273c674dc981ed7ce4a6d51ddb60d","Department of Tourism, University of Otago, Dunedin, New Zealand; Norwegian School of Hotel Management, Universitetet i Stavanger, Stavanger, Norway; Center for Tourism Research, Wakayama University, Wakayama, Japan; Centre for Sustainability, University of Otago, Dunedin, New Zealand","Spector, Samuel, Department of Tourism, University of Otago, Dunedin, New Zealand, Centre for Sustainability, University of Otago, Dunedin, New Zealand; Higham, J. E.S., Department of Tourism, University of Otago, Dunedin, New Zealand, Norwegian School of Hotel Management, Universitetet i Stavanger, Stavanger, Norway; Doering, Adam, Center for Tourism Research, Wakayama University, Wakayama, Japan","Dominant sustainability discourses commonly situate Earth as the singular realm of human influence and position modern mobility as one of the primary means through which we are destroying the biosphere. The commercialisation of activities in outer space and the development of space tourism have resulted in drastically reduced launch costs, enabling an increased human presence beyond the biosphere. This paper argues that current debates concerning the relationship between tourism mobilities and sustainability are marked by increasingly untenable assumptions concerning the spatial and temporal parameters of human influence. We critique those assumptions by introducing the concept of a sustainable trajectory to examine the relationship between modern mobility and sustainability, a relationship that is being redefined by the rapidly advancing fields of commercial spaceflight and space tourism. Greater attention to space tourism and commercial spaceflights is required in order to develop a coherent, long-term conceptualisation of the implications of modern mobility for sustainability. © 2017 Elsevier B.V., All rights reserved.","commercial spaceflight; space tourism; Spaceflight; sustainability; tourism mobility","","S. Spector; Department of Tourism, University of Otago, Dunedin, New Zealand; email: samuel.spector@gmail.com","","Taylor and Francis Ltd. michael.wagreich@univie.ac.at","02508281","","","","English","Tour. Recreat. Res.","Article","Final","","Scopus","2-s2.0-85014763549"
"Cohen, E.","Cohen, Erik (7403589512)","7403589512","The paradoxes of space tourism*","2017","Tourism Recreation Research","42","1","","22","31","0","38","10.1080/02508281.2016.1239331","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014960071&doi=10.1080%2F02508281.2016.1239331&partnerID=40&md5=aaaa520669f2691a23d703c14cfe0cb4","Department of Sociology and Anthropology, Hebrew University of Jerusalem, Jerusalem, Israel","Cohen, Erik, Department of Sociology and Anthropology, Hebrew University of Jerusalem, Jerusalem, Israel","Space tourism is widely considered to be the next step in the expansion of tourism. In this article, I focus on several paradoxes inherent in the long-range development of space travel and space tourism within the scope of the wider project of human expansion in the cosmos. I discuss the future of space tourism development from a critical sociological perspective, highlighting specifically four principal paradoxes inherent in that process: (1) the limitations on human cosmic expansion; (2) the subversion of ‘adventure’ in space tourism; (3) the banalisation of the sublimity of the experience of space tourism and (4) the deflowering of the pristinity of other celestial bodies by space exploitation and tourism development. I draw some speculative conclusions regarding the prospects and limitations of the emergent direction of the future expansion of the tourism industry. © 2017 Elsevier B.V., All rights reserved.","adventure; space exploration; space industry; space tourism; Space travel; tourist experience","","E. Cohen; Department of Sociology and Social Anthropology, The Hebrew University of Jerusalem, Jerusalem, Israel; email: mserik@mscc.huji.ac.il","","Taylor and Francis Ltd. michael.wagreich@univie.ac.at","02508281","","","","English","Tour. Recreat. Res.","Article","Final","","Scopus","2-s2.0-85014960071"
"Aktamiş, H.; Acar, E.; Unal Coban, G.","Aktamiş, Hilal (36543611800); Acar, Esin (36543667300); Unal Coban, Gul Ual (36968882100)","36543611800; 36543667300; 36968882100","A summer camp experience of primary student: Let's learn astronomy, explore the space summer camp","2015","Asia-Pacific Forum on Science Learning and Teaching","16","1","1","","","0","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84973293877&partnerID=40&md5=c65a0f3980c1be03c13984df37a8d210","Department Kepez, Aydin Adnan Menderes University, Aydin, Turkey","Aktamiş, Hilal, Department Kepez, Aydin Adnan Menderes University, Aydin, Turkey; Acar, Esin, Department Kepez, Aydin Adnan Menderes University, Aydin, Turkey; Unal Coban, Gul Ual, Department Kepez, Aydin Adnan Menderes University, Aydin, Turkey","It is important to structure children's knowledge and arouse their interest in subjects like astronomy and space. Although we now talk of travelling to the moon, space tourism etc., knowledge about astronomy and space is limited and perceptions of these subjects do not reflect scientific reality. Primary level students often have misconceptions about nature and the universe. This study aims at raising the participating students' awareness of the concepts and themes of astronomy and space and identifying whether they are able to use the knowledge they acquire in this process in their daily lives. The participants are applied a pretest and a post-test in the form of comprehension questions about astronomy and space. Parallel to that, a semi-structured interview and Scientific Knowledge Scale was applied before and after the science camp. Moreover, at the end of the camp the students were asked to write compositions and to draw pictures for observing their skills about expressing astronomy in both written and visual data. The results are also supported by quantitative data. The obtained qualitative and quantitative data was analyzed. By the end of the activity based program, the participant students effortlessly learned about astronomy and space, and their interest on the topic increased. If enhancing students' concepts about astronomy with enjoyable instruction without exam worries is considered an important issue for teachers and other educators, science camps can be suggested to enhance other relevant and irrelevant science concepts as well. © 2016 Elsevier B.V., All rights reserved.","Astronomy; Observation; Primary school students; Science camp; Sky; Space","","H. Aktamis; Adnan Menderes University, Faculty of Education Science Education, Department Kepez, Aydin, Turkey; email: hilalaktamis@gmail.com","","Asia-Pacific Forum on Science Learning and Teaching 10 Lo Ping Road Tai Po NT","16094913","","","","English","Asia-Pac. Forum Sci. Learn. Teach.","Article","Final","","Scopus","2-s2.0-84973293877"
"Peeters, W.","Peeters, Walter A.R. (16317171400)","16317171400","A Roadmap for Suborbital Commercial Passenger Spaceflight","2013","New Space","1","2","","81","90","0","3","10.1089/space.2013.0010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018881327&doi=10.1089%2Fspace.2013.0010&partnerID=40&md5=d4ba70af2660e5615f547e3faaef4616","Parc d'Innovation, ISU International Space University, Illkirch-Graffenstaden, France","Peeters, Walter A.R., Parc d'Innovation, ISU International Space University, Illkirch-Graffenstaden, France","If we consider space tourism as a first step toward regular passenger space transport, it is important to evaluate from the start onward the systematic steps that will lead to such new commercial endeavors based upon product-life-cycle concepts. To build up reliability and technological readiness, a four-step approach is suggested. In parallel with commercial air transportation, space tourism is considered as a first step. Payload transfer, using similar suborbital vehicles, seems a natural extension as a second step. For the third step, cargo transport on a point-to-point (P2P) basis is assumed to be a logical extension. Finally, on the basis of the acquired experience, commercial P2P transport of passengers is considered as the fourth step. This, in parallel with air transport, is considered to lead to a new economic sector. To illustrate this possible evolution, a related timeline is suggested in this article. © 2017 Elsevier B.V., All rights reserved.","","","W. Peeters; International Institute of Space Commerce, Douglas Isle of Man, International Space University, Parc D'Innovation, Illkirch, 1, rue J.D. Cassini, F67400, France; email: peeters@isu.isunet.edu","","Mary Ann Liebert Inc. info@liebertpub.com","21680264; 21680256","","","","English","New Space","Article","Final","","Scopus","2-s2.0-85018881327"
"Gartner, W.C.; Mihalic, T.","Gartner, William C. (7006584471); Mihalic, Tanja (6505769874)","7006584471; 6505769874","Introduction to tourism development - issues and challenges","2013","","","","","3","11","0","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84892109122&partnerID=40&md5=5096845262a222472a685e6621e5c9c3","Department of Applied Economics, University of Minnesota Twin Cities, Minneapolis, United States; Faculty of Economics, Univerza v Ljubljani, Ljubljana, Slovenia","Gartner, William C., Department of Applied Economics, University of Minnesota Twin Cities, Minneapolis, United States; Mihalic, Tanja, Faculty of Economics, Univerza v Ljubljani, Ljubljana, Slovenia","Tourism development is an elusive term which means different things to different people. In this book four separate sections attempt to cover an array of tourism development issues. After the ''Introduction'' (section 1), section 2 ''Tourism development - System and Trends'' informs the reader how the system is structured and what are the trends affecting tourism development including where we are headed, what are the new tourism markets, and what new tourist types are appearing as a force to be considered. The next book section ''New ventures in Tourism Development'' discusses how climatology and climate change relate to tourism, how web based geographic information services (WebGIS) are changing tourism and what kind of new growth opportunities space tourism will bring. Then, the last book section on ''Tourism Development Case Studies'' examines particular issues in depth; from community development to stakeholder conflicts in Europe, Africa and Latin America; from the birth of hotel development in China to regeneration of old destinations in Spain, as well as from image and political instability in Central African countries to sport tourism development in British Columbia.This book is intended to give the reader some insights into new paradigms, new issues, and old problems that are affecting the quality of life for host communities and the experiential nature of tourism. It is our hope that those directly involved in tourism development will be able to use this book for new ideas, issue avoidance, and new approaches to the problem of how do we make money yet protect our environment and culture. This, as the reader recognizes, is the sustainability argument. In this book insights into how to develop in a more sustainable manner are part of the offering. © 2013 by Nova Science Publishers, Inc. All rights reserved. © 2014 Elsevier B.V., All rights reserved.","","","W.C. Gartner; Department of Applied Economics, University of Minnesota, Saint Paul, MN, 55108, 248b Classroom Office Building, 1994 Buford Avenue, United States; email: wcg@umn.edu","","Nova Science Publishers, Inc.","","9781622573042","","","English","Tourism and Dev. - Issues and Chall.","Editorial","Final","","Scopus","2-s2.0-84892109122"
"Webber, D.","Webber, Derek (15133734400)","15133734400","Tourism's latest sector - private spaceflight","2013","","","","","163","184","0","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84892006022&partnerID=40&md5=2509ff9581d05a6da173657c4169e75f","Spaceport Associates, Bethesda, United States","Webber, Derek, Spaceport Associates, Bethesda, United States","Space Tourism is unlikely to become a major part of the overall tourism business, at least in the next twenty years, but it does nevertheless represent a niche sector which will see considerable growth opportunities over that period.The chapter introduces this most literal of high-end tourist destinations. It provides a consolidation of available market data about the potential demand for these space tourism opportunities, documents the full spectrum of possibilities for space-based tourism, makes comparisons with existing types of Earth-based tourism businesses, and provides information on a range of companies associated with the existing and future space tourism sector.The market data provided includes demand forecasts (including price elasticity information), and also covers motivations and expectations of the potential space tourists.Also addressed are the anticipated wealth demographics of the first space tourists. There is an explanation of the various elements of infrastructure that are necessary to make this development possible, with a focus on the terrestrial spaceports, both existing and planned, at various points around the world to support the emergence and development of the new industry sector.The chapter ends with a discussion of the issues and challenges that must be addressed in order for the business of space tourism to succeed. It is expected that sub-orbital space tourism will commence in around 2013.The number of new people entering space in the first year of sub-orbital space tourism operations will exceed the total number of astronauts flown in the first fifty years of human spaceflight. Prices will start around US$100,000 and can be expected to drop in subsequent years as the operators begin to assemble the experience of flying regularly into space. © 2013 by Nova Science Publishers, Inc. All rights reserved. © 2014 Elsevier B.V., All rights reserved.","","","D. Webber; Spaceport Associates, Bethesda, MD. 20817, 5909 Rolston Road, United States; email: DWspace@aol.com","","Nova Science Publishers, Inc.","","9781622573042","","","English","Tourism and Dev. - Issues and Chall.","Book chapter","Final","","Scopus","2-s2.0-84892006022"
"Ingle, M.","Ingle, Mark (15750366500)","15750366500","The Copernican shift in space tourism and its implications for tourism in the Great Karoo","2011","South African Geographical Journal","93","1","","104","118","0","7","10.1080/03736245.2011.561543","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79957790154&doi=10.1080%2F03736245.2011.561543&partnerID=40&md5=3643790f5a19754e468bbce2d0d1f723","Centre for Development Support, University of the Free State, Bloemfontein, South Africa","Ingle, Mark, Centre for Development Support, University of the Free State, Bloemfontein, South Africa","With the widely anticipated launch of commercial suborbital space travel in the near future, space tourism is finally set to come into its own after decades of frustration. This article outlines the history of space tourism and describes how suborbital space travel differs from conventional space exploration. A key distinction is made between a space industry funded primarily by the public sector, and an industry that derives its revenues from the tourism-driven 'space experience economy'. Recent legislation in the USA has paved the way for a space economy which is answerable to the dictates of private enterprise - hence the 'Copernican shift' in how space tourism is being conceptualised. The erosion of the hegemony exerted by traditional space industry players, such as NASA, has encouraged many high-profile private entrepreneurs to invest heavily in what amounts to a new space race - namely that of being first to market with a viable, safe, suborbital space tourism offering. One of the concomitants of the shift is the number of spaceports that is being constructed worldwide. This article argues that it is inevitable that southern Africa will come to require a custom-built spaceport and that the Great Karoo is ideally endowed to host such a facility. This should profoundly affect the development of tourism in the arid interior and holds out encouraging possibilities for socio-economic upliftment in the region. © 2011 Society of South African Geographers. © 2011 Elsevier B.V., All rights reserved.","Karoo; space tourism; spaceport; suborbital space flight; Virgin Galactic","conceptual framework; erosion; hegemony; legislation; public sector; tourism; Great Karoo; Karoo; Nama Karoo; South Africa","M. Ingle; Centre for Development Support, University of the Free State, Bloemfontein, South Africa; email: vdpost2002@yahoo.com","","","21512418; 03736245","","","","English","S. Afr. Geogr. J.","Article","Final","","Scopus","2-s2.0-79957790154"
